point_index,markov_p1,ml_mc_p1,ml_informed_markov_p1,ml_informed_markov_unsmoothed_p1,hybrid_p1,set1,set2,gm1,gm2
169,0.7288465372468534,0.5233333333333333,0.6022869283577135,0.6461332044442549,0.5329239495159642,1,1,2.0,2.0
170,0.7495894012731151,0.5,0.6175108327464206,0.6661264262285359,0.5,1,1,2.0,2.0
171,0.780627907287392,0.5966666666666667,0.6604021905157842,0.7528402996447493,0.632232506520007,1,1,2.0,2.0
172,0.8186401042401973,0.66,0.691525358939828,0.734140055440739,0.7107648333568631,1,1,2.0,2.0
173,0.7030985705314383,0.4033333333333333,0.5492549345253703,0.6463329525559003,0.46128794585830024,1,1,2.0,3.0
174,0.7129800873022745,0.48333333333333334,0.5657619870615992,0.637326979815823,0.490988225132298,1,1,2.0,3.0
175,0.7194812838510515,0.5033333333333333,0.5802778537559763,0.6414441989153435,0.5047743196701181,1,1,2.0,3.0
176,0.7227162613775915,0.55,0.6038386318194398,0.7083741792873337,0.5672716261377592,1,1,2.0,3.0
177,0.7206959911017509,0.47,0.5730597334309576,0.6491652664494953,0.48504175946610506,1,1,2.0,3.0
178,0.7235846908605279,0.5133333333333333,0.5818449747916651,0.642485642903739,0.5189400362007252,1,1,3.0,3.0
179,0.7467718107876151,0.5033333333333333,0.6134156274372717,0.7284452758157209,0.5049562565163619,1,1,3.0,3.0
180,0.7277836707150992,0.5566666666666666,0.5958021053314139,0.6474844825341964,0.576059927125489,1,1,3.0,3.0
181,0.7582133993095997,0.51,0.6234222517973227,0.67731194606473,0.514964267986192,1,1,3.0,3.0
182,0.7323757969238943,0.5366666666666666,0.6102045048877405,0.653396460375247,0.5510186695521966,1,1,3.0,3.0
183,0.7767475757987711,0.5733333333333334,0.6514040083677791,0.6770849475628327,0.6031674222282642,1,1,3.0,3.0
184,0.6948026870179961,0.49666666666666665,0.5593284065516059,0.6257983950049785,0.49798757346900885,1,1,3.0,4.0
185,0.7060331718962984,0.4533333333333333,0.5777761824017639,0.6328704278092679,0.4769186515992101,1,1,3.0,4.0
186,0.7134218745848773,0.51,0.6001423921762592,0.6743503540708706,0.5140684374916976,1,1,3.0,4.0
187,0.7170984727262355,0.47,0.6149849065466693,0.7001744341012951,0.48482590836357414,1,1,3.0,4.0
188,0.718085455231267,0.5166666666666667,0.6101513404762426,0.6392842230104483,0.5233806262854868,1,1,4.0,4.0
189,0.7443688170767375,0.5466666666666666,0.6298621854832936,0.6610573041136832,0.5651188673716065,1,1,4.0,4.0
190,0.7836978260160627,0.6166666666666667,0.6692599294861917,0.70207046759013,0.6556406038481924,1,1,4.0,4.0
191,0.7573382333800966,0.54,0.6539481482492868,0.6763287568660259,0.5573870586704078,1,1,4.0,4.0
192,0.7280504626324424,0.5233333333333333,0.6486737894361276,0.6972582509439378,0.5328867993672918,1,1,4.0,4.0
193,0.7783473310474456,0.6,0.683059164607605,0.6786194923536802,0.635669466209489,1,1,4.0,4.0
194,0.6854601087453818,0.5166666666666667,0.5859043470063866,0.6213813742494148,0.5222931147359573,1,1,4.0,5.0
195,0.6984906613404986,0.4766666666666667,0.6040673832373227,0.6290779798428691,0.4870184530847788,1,1,4.0,5.0
196,0.707063655297262,0.4266666666666667,0.6177585080113535,0.6336693025010169,0.46779155833248737,1,1,4.0,5.0
197,0.7113295535172611,0.52,0.6290655462618903,0.643445618147839,0.5276531821406905,1,1,4.0,5.0
198,0.7086654647243963,0.5033333333333333,0.6114530990291027,0.6421143693851857,0.5047022142092737,1,1,4.0,5.0
199,0.6998037749677487,0.4766666666666667,0.5879863227292232,0.6368356106028565,0.48707973172071717,1,1,4.0,5.0
200,0.670326699896755,0.4866666666666667,0.5434629342807996,0.6118181013915724,0.49156426755280236,1,1,4.0,5.0
201,0.6998037749677487,0.48333333333333334,0.579028502386864,0.6368356106028565,0.49054901472114715,1,1,4.0,5.0
202,0.7124747335857656,0.49,0.5952744779235835,0.6359968812087078,0.4944494946717153,1,1,5.0,5.0
203,0.7395995495146405,0.5366666666666666,0.616177268554826,0.6581210087513858,0.5515484114088514,1,1,5.0,5.0
204,0.7173867949371735,0.5266666666666666,0.6085346734079639,0.6412676952888067,0.5368384068410936,1,1,5.0,5.0
205,0.7529841778586812,0.5633333333333334,0.6549928485863689,0.7339597358104614,0.5873557736398775,1,1,5.0,5.0
