point_index,markov_p1,ml_mc_p1,ml_informed_markov_p1,ml_informed_markov_unsmoothed_p1,hybrid_p1,set1,set2,gm1,gm2
107,0.15175494903927622,0.2533333333333333,0.13062081685169202,0.3188237888515818,0.2032213304149318,0,1,4.0,4.0
108,0.14176593448576313,0.2433333333333333,0.13057971918795985,0.27908416719982676,0.19119540192491394,0,1,4.0,4.0
109,0.15705510282910606,0.2666666666666667,0.14611407098376106,0.3355375061704753,0.21551460354247176,0,1,4.0,4.0
110,0.19021535492108865,0.2766666666666666,0.1727480315330674,0.38033974272843984,0.23805174742030843,0,1,4.0,4.0
111,0.25270022738402687,0.35,0.22253738858335126,0.4373589818438519,0.320810068215208,0,1,4.0,4.0
112,0.13104639530016515,0.28,0.11188350361653399,0.2969152834625973,0.21446041393207269,0,1,4.0,5.0
113,0.10989915453326127,0.17666666666666664,0.07484494468686753,0.15233511495767837,0.13349034215373115,0,1,4.0,5.0
114,0.12697445926755235,0.2566666666666667,0.10608896087108022,0.28884830326121813,0.19354979239909773,0,1,4.0,5.0
115,0.14160544881805193,0.20666666666666667,0.12420746165898988,0.30895490261791125,0.16849741886214603,0,1,4.0,5.0
116,0.1515410698174684,0.2533333333333333,0.13948545849370086,0.3279826004154247,0.2031158166655066,0,1,4.0,5.0
117,0.15538213620741848,0.22666666666666668,0.1397331741652892,0.3157680767540394,0.187697790015611,0,1,5.0,5.0
118,0.14554813123066535,0.22999999999999998,0.14903050769327664,0.30979512194185466,0.18439599086455927,0,1,5.0,5.0
119,0.16060004218478174,0.22999999999999998,0.15094138235527998,0.31839409215254766,0.19252402277978214,0,1,5.0,5.0
120,0.1465679201101613,0.24,0.15580723539159858,0.3109732822592006,0.19141531845728388,0,1,5.0,5.0
121,0.1668045585391167,0.2466666666666667,0.17132991665011055,0.3401076319347828,0.20620319854870803,0,1,5.0,5.0
122,0.14455743966915602,0.21666666666666667,0.1601348370236202,0.31396257989252097,0.17580477136807732,0,1,5.0,5.0
123,0.3389767407035418,0.43999999999999995,0.3684069801871166,0.5618796047636441,0.427877208884425,0,1,6.0,5.0
124,0.35395012789619373,0.4066666666666666,0.3929330774835066,0.5730690713751454,0.39682624609617834,0,1,6.0,5.0
125,0.3645987895481423,0.4866666666666667,0.4124388186378988,0.5802675366763763,0.4834115232768394,0,1,6.0,5.0
126,0.37041053968152127,0.5333333333333333,0.42636532831836604,0.5831734172713229,0.5224718137565458,0,1,6.0,5.0
127,0.3722014291851412,0.52,0.43670696140048126,0.5844752389617541,0.5140880571674057,1,1,0.0,0.0
128,0.41276174979972,0.5333333333333333,0.46690155989058746,0.6190404019780247,0.5252952277644257,1,1,0.0,0.0
129,0.38145192386283266,0.45333333333333337,0.45527309222911583,0.5930307143190376,0.4466244017827533,1,1,0.0,0.0
130,0.4393273643974811,0.6033333333333333,0.5130217230484744,0.6481176876915674,0.5694387664199239,1,1,0.0,0.0
131,0.3924515175240487,0.49,0.47500011583998136,0.6029387384569347,0.4880490303504809,1,1,0.0,0.0
132,0.4842096848474675,0.6266666666666667,0.5586362886257383,0.6684496032792999,0.5905775646058029,1,1,0.0,0.0
133,0.3360582579220893,0.42333333333333334,0.3988287277948336,0.5457438744161864,0.4099511551036093,1,1,0.0,1.0
134,0.3560505977217203,0.5700000000000001,0.4274521056459808,0.5622156022611479,0.5400470836810408,1,1,0.0,1.0
135,0.3702686005969502,0.55,0.4516245578618838,0.5727994236105383,0.532026860059695,1,1,0.0,1.0
136,0.37802840016682193,0.4733333333333334,0.46902344718034816,0.5849332686111752,0.4682504035644528,1,1,0.0,1.0
137,0.38041958066855475,0.45333333333333337,0.4765203568311299,0.5792305096067976,0.44652804975128735,1,1,1.0,1.0
138,0.4247093298448896,0.5133333333333333,0.517700183241313,0.621759196114594,0.5109700265736414,1,1,1.0,1.0
139,0.5042491751177922,0.5866666666666667,0.5911210584507619,0.6943345748736104,0.5723809681315284,1,1,1.0,1.0
140,0.6218106844013687,0.7466666666666666,0.6887001040483954,0.6916943443911815,0.6850710487491196,1,1,1.0,1.0
141,0.34095312760746843,0.44333333333333336,0.40998808121761954,0.5376758228164685,0.4317302433510687,1,1,1.0,2.0
142,0.36264755879197486,0.52,0.4349379800605552,0.5002562215228101,0.513705902351679,1,1,1.0,2.0
143,0.33289849929749393,0.4866666666666667,0.3943872165318,0.5272205834951591,0.48256618220348874,1,1,1.0,2.0
144,0.36183981411495125,0.4666666666666667,0.432716784319066,0.5531767222230884,0.45967820982988566,1,1,1.0,2.0
145,0.32394414554060835,0.43333333333333335,0.376133252140199,0.45337749099300706,0.41874810829430337,1,1,1.0,2.0
146,0.24122696225250873,0.36,0.2787267354284836,0.3908750349998785,0.32674354943070244,1,1,1.0,2.0
147,0.32394414554060835,0.45333333333333337,0.37086087518363253,0.45456384078411816,0.44125700913934573,1,1,1.0,2.0
148,0.3668430041995461,0.5333333333333333,0.4279214865916381,0.562981374625762,0.5222339780577475,1,1,1.0,2.0
149,0.3890912481687563,0.52,0.4560803115597124,0.5738238070827406,0.5147636499267503,1,1,2.0,2.0
150,0.43801384213767547,0.5033333333333334,0.49724875560241366,0.6171387869674694,0.5028978700586957,1,1,2.0,2.0
151,0.5258738013156804,0.6466666666666667,0.5822286732411175,0.698101450068797,0.6112340928303774,1,1,2.0,2.0
152,0.6557326081956898,0.79,0.7018212815498555,0.7936318995075806,0.7121249127535001,1,1,2.0,2.0
153,0.3454964820116111,0.42333333333333334,0.39444847993811305,0.43910039238258136,0.4113983494640026,1,1,2.0,3.0
154,0.36925347426718413,0.4933333333333333,0.42228384041177214,0.5480480645532961,0.4916789352124513,1,1,2.0,3.0
155,0.38614879455394646,0.4633333333333334,0.44621826212775717,0.5212661601700117,0.457673133822845,1,1,2.0,3.0
156,0.3683689346416311,0.5066666666666666,0.4159485185377304,0.5456262418153275,0.5048226969063329,1,1,2.0,3.0
157,0.38989094135123126,0.56,0.4432172770019316,0.5685474536738837,0.5395869129621478,1,1,2.0,3.0
158,0.37384779449658634,0.43999999999999995,0.41829304866036465,0.5551149131146893,0.43206173533959036,1,1,2.0,3.0
159,0.3982112523435062,0.5066666666666666,0.44448730477277665,0.5680450024119912,0.5052205944756911,1,1,3.0,3.0
160,0.453013661742799,0.55,0.4932136669589038,0.618193861728749,0.5403013661742799,1,1,3.0,3.0
161,0.41070990592393697,0.49,0.462895413127674,0.5788479993506899,0.4884141981184787,1,1,3.0,3.0
162,0.3770982169494981,0.47,0.4286694002625041,0.4984393157144006,0.4644258930169699,1,1,3.0,3.0
163,0.42557182579818875,0.5033333333333334,0.48319626341568156,0.5913484686702983,0.5028149232830991,1,1,3.0,3.0
164,0.5495493628391405,0.6166666666666667,0.5950509648464583,0.6842272302248826,0.6010059624402438,1,1,3.0,3.0
165,0.3493770015650599,0.42000000000000004,0.3999670476302424,0.5188951760625924,0.4087003202504096,1,1,3.0,4.0
166,0.2986758845337806,0.3933333333333333,0.3090086444262208,0.33952671166328496,0.3731397442560954,1,1,3.0,4.0
167,0.21973858220354336,0.3466666666666667,0.24697273073283055,0.36821992700993766,0.3077420540979755,1,1,3.0,4.0
168,0.27197692258469963,0.33999999999999997,0.30505730340739556,0.42998623568503125,0.3182326152271039,1,1,3.0,4.0
169,0.3287613253928535,0.44999999999999996,0.3692484829367555,0.49128915271528295,0.4378761325392853,1,1,3.0,4.0
170,0.3807567343358166,0.44666666666666666,0.4279534912173255,0.5466188085026203,0.4396362738847093,1,1,3.0,4.0
171,0.3287613253928535,0.43000000000000005,0.365123444599601,0.4916956387390321,0.4158265855549995,1,1,3.0,4.0
172,0.228504257812835,0.2866666666666666,0.2494360534580059,0.3505123149357816,0.26185070555569845,1,1,3.0,4.0
173,0.035189505528254617,0.036666666666666625,0.03725375856224322,0.06081707831223171,0.03529783067840483,1,1,3.0,5.0
174,0.018215433495943123,0.023333333333333317,0.02066846597347738,0.03220683004993241,0.018454268821687998,1,1,3.0,5.0
175,0.044195918696334435,0.046666666666666634,0.04844673838657387,0.07411325265763924,0.04442652184023211,1,1,3.0,5.0
176,0.10054427063871507,0.1333333333333333,0.12459903869763389,0.2166681188056072,0.10928802069061327,1,1,3.0,5.0
177,0.054905279508444704,0.053333333333333344,0.061611879728906915,0.08917445075628061,0.054737605249766154,1,1,3.0,5.0
178,0.14424233609348214,0.18666666666666665,0.16533183910568305,0.23294268976197885,0.16008075284080436,1,1,3.0,5.0
179,0.054905279508444704,0.07666666666666666,0.06407554495611656,0.0929276901545888,0.05824202553937207,1,1,3.0,5.0
180,0.14424233609348214,0.1266666666666667,0.15812155196823696,0.21388439959547978,0.13978983317202223,1,1,3.0,5.0
